event_id,game_pk,official_date,season,market,close_point,close_prob,close_books,outcome,model_prob_gbm,model_prob_glm,model_prob_ensemble
161501c94f13a477f64920ddf7b9aae8,634043,2021-05-18,2021,totals,7.5,0.4810499314211193,10,0.0,,,
16273ffee7b317dac96ee508c0d8112c,718618,2023-04-11,2023,totals,8.5,0.48767973832143896,10,1.0,0.29056915990193016,0.5887750749895454,0.43967211744573775
1627929ebd8e24aef24c53acf8724aff,632886,2021-08-16,2021,totals,9.0,0.5,12,1.0,,,
1627b9c566f6da24eb4c1b0246439027,745571,2024-06-09,2024,totals,11.5,0.4962227745257688,10,0.0,0.25859197143604135,0.2525463119637918,0.25556914169991657
162d1a85a3c1a5df804f8e85e4ab5fd8,718737,2023-04-02,2023,totals,7.5,0.5130072840790842,9,1.0,0.403306586215785,0.47462144732282724,0.43896401676930613
163155bb72d291d864b0be779bc3dadf,633721,2021-06-12,2021,totals,9.0,0.5198237885462554,11,1.0,,,
163ce2601c07ea4b2813788b12adf013,661884,2022-05-31,2022,totals,8.0,0.4850248160191682,17,0.0,0.3738550607141118,0.6641304651420314,0.5189927629280716
1643152470822890246b7ad0e2506e73,632410,2021-09-21,2021,totals,9.5,0.4782608695652174,9,0.0,,,
164f835e163595778c02226d1c1fac11,716598,2023-09-13,2023,totals,9.0,0.5222086580899615,12,0.0,0.19502379619686214,0.3906711344600334,0.29284746532844774
165163e40606199c21fd4143d194ddc6,663310,2022-07-09,2022,totals,9.0,0.4891657638136511,17,1.0,0.6310447691089938,0.6431814307318497,0.6371130999204218
16526827f24417247d13da1fd1a36150,718118,2023-05-19,2023,totals,7.5,0.5195545777019441,13,1.0,0.5792700378470234,0.5286080931440543,0.5539390654955388
1654523361624fa33d7b1ffab5cb6a58,746746,2024-09-09,2024,totals,9.0,0.5,10,0.0,0.45446591230730327,0.4857552785848662,0.47011059544608474
